label,title,content
1,SEXY COWBOY,"I really enjoyed this book! Fate brings about a chance meeting between Harden & Miranda, and the opportunity for 2 sad people to make each other happy - in the usual sexy Diana Palmer style. Well worth reading, as is ""Evan"" and ""Connal"", Harden's brothers' stories."
0,How un-original,"I have not read this book, and could not give it a 0,but the reviews say enough. It is insulting, as a silent-film buff to see ""America's Sweetheart"" under a picture of Julia Roberts...sure, she's a great actress of OUR times, but Mary Pickford will always be remembered and live on through her art of film as the original ""America's Sweetheart."" Anyone who knows of Pickford's astonishing work will agree she set a new standard in film, and it is a shame her pictures are not more readily available on DVD. Some available on Amazon are: Stella Maris, Daddy Long Legs, Little Annie Rooney, Tess of the Storm Country, and My Best Girl. Also Highly recommended is Eileen Whitfield's Biography, Pickford:the woman who made Hollywood. For the record, I have nothing against Julia Roberts, but I can't stand such unoriginality in a title. Julia Roberts has always reminded me of a gorgeous homecoming Queen, who happens to be a very talented (and popular)actress in her own right."
0,Don't advise getting,"I bought this item thinking that it would connect to my new mini ipod and it doesn't. I have written them several emails and they won't write back, there is no number to reach them at, and they say you can return it within 30 days but you aren't able to return it without an approval from them first...which there is no way to get ahold of!"
1,Beautiful watch,It is a beautiful casual watch. I have a small narrow wrist and it fits perfectly. Great price.
0,the slower picker upper,to thin to actually use to dry off with... colors are nice and vibrant... would make a nice poster
1,Outstanding,"Nothing less than outstanding. Her sound is so pure and amazing, everytime I hear this CD, it continues to get better. My favorite song on this album is ""East of the Sun"" and I was lucky enough to hear her sing this song live at the Hollywood Bowl and LET ME TELL YOU, she sounds great in person. If you like smooth jazz, you will appreciate Diana Krall. Diana is one of the newer artists that really distiguishes herself from the rest of the pack. This CD never gets old."
0,Waste of a precious Saturday. Completely Pointless.,"I spent the better part of my day reading this book and now wish I had chosen something else to read. It is so strange that at first it draws you in and then it quickly becomes one of those books that you keep reading because you know there just has to be a point...some deeper meaning...there isn't. This book is senseless, and often disturbing. Every character in the book is deeply disturbed, and the plot is pointless and often upsetting. I love to read and I feel this book stole a day that could have been spent with a book worth reading, because this one definitely is not."
0,this DVD is pathetic !!!!,"Having remembered this on VHS from years ago you would have thought that this DVD would have been remastered or something of an upgrade at least from video tape. However it is NOT, it is absolute crud ! Poor video & audio quality all round not even worthy of 1 star. A very poor release don't waste your money. Francis the talking pig deserves better than this."
0,Just OK,"***Edit***Flipped my kayak over while the whistle was attached to the shock cording in front of the cowl to dump out the water. The whistle must have hit a rock, because it split in three pieces. I would expect a safety whistle to be a bit more durable. Lowering the rating to two stars.*********Not a bad whistle for the price. Not as loud as I was hoping, and it's extremely difficult to vary the volume with your air flow. I keep this clipped to my PFD when kayaking, and I was hoping to give short signaling chirps to the other boats. It's pretty much all or nothing, and all isn't all that loud."
0,"Very disappointing, and hardly worthy of the Star Wars name.","There is so much interesting work that could have been done with John Williams' excellent source material... but this group chose instead to simple hack Duel of the Fates into unintelligible and repetitive music-kibble. The music is hardly listenable, let alone dance-able. With all the outstanding movie-theme remixes to be found these days, this one is hardly worth your effort or money. You will be dumber for having listened to it. Just stick to the original version of Duel of the Fates... available on Sony Classical."
1,compatible toner cartridge for HP 12A,This B&W toner cartridge is acceptable as a replacement cartridge for HP 12A. Its copies are of standard quality and the price is right.
1,Both a legal and political thriller,"It is unique to come across a book that is both a legal and political thriller, but that is what Brian Haig has accomplished in his latest work. The book is full of unanticipated plot twists and political and military conspiracies. The lead character, Major Drummond, is both aggressive and irreverent, which I found refreshing in this genre. He uses these uses qualities to look past the calm and organized setting and ferret out the turbulent and ugly reality beneath.The book cleverly develops complication upon complication,generated by one disobeyed order, and leading ultimately to an intractable disaster. I found this book to be a bold and extraordinary thriller full of suspense and surprise. A wonderfully satisfying read."
0,"""Takes a licking, then stops ticking""","You may have seen this quote elsewhere in relation to this watch.It is very stylish, easy to use and feels very solid. I especially liked the weight of the watch and metal band.The analog portion of the watch stopped after less than 9 months.To be fair, I tend to wear a watch 24/7 and I swim, ride my bicycles in all weather and generally don't stop to take off a watch before any activity.After the watch failed, I did some research to see if any others had the same experience and it appears this watch has an issue with the analog portion dying after 1-3 years.Wonder if they'd consider a toggle between digital numbers and digital hands?"
0,"""You'll put an eye out kid""","Tried to get this for my father in law but the man wouldn't let me. Apparently a MA to NY purchase of ""firearms?"" is not permitted. Don't burden me with your rules man!"
0,unhappy,"I was not pleased at all with my purchase. The idea was suppose to be in excellent condition, but the last page was riped out."
0,Book Of the year? Disappointment of the year!,"I bought this book to read on holiday, persuaded by recommendations on the cover that it was one of the Books of the Year 1997 for several newspaper reviewers. I found the repetive style of the book irritating, although I appreciate the allusions to mazes and particularly the 'revelation'at the ending. However, the content was sooo boring! I read the whole of the book - hoping it would get better. Although Larry was a pretty nice guy, at the end I resented the fact I had wasted so much time on such a Joe Average that let life wash over him and then had his mislife crisis! There were some funny moments, good character observations and I learnt some interesting things about mazes(!) so I might try another Carol Shields novel but I would definately NOT recommend this book nor believe the hype."
1,Review from Books That Heal Kids,"As a school counselor, I love using books that have humor in them to deal with universal issues. The author does a great job of balancing this humor while defining 'worry' for children. Is A Worry Worrying You gets kids to open up. More than ever before, children are WAY overstressed. As I read the story, I will here from my audience:I'm worried my parents are getting divorced.I'm worried my brother is going to beat me up.I'm worried about my new stepsister.The book does offer strategies but it also hints at not letting these worries through the door in the first place. Love that."
0,I could not finish this book!,I cannot stand the main female character in this book. She is impossible to understand and I couldn't stomach to read anymore of her. Jamie deserved way better than getting stuck with her. I will not finish it... I will pretend that he gave her to the Indians so that he could find the happiness that he deserves.
1,The Kindle,"I recently bought a Kindle Wireless Reading Device. I absolutely love it! I have already read several books and it was very easy to use. I love the ""dictionary"" feature where you can easily click on a word and instantly get the definition. I have learned so many new vocabulary words because it is so easy to use. I also love the ability to change the font to larger print. Reading has never been easier. Being able to download a book any time of the day or night is also so convenient. I have nothing negative to say at this point. I love my Kindle!"
0,No comment,"This man is a fraud and he's only after your money. You can prove this in three steps!First one : Go to Yahoo.com or Google.comSecond step : Type his name under "", (""Benny Hinn"" fraud) and click enterThird step : Read one of the hundreds articles written about what I've just said.In the other side of the coin if his b.sh. helps people for real then it doesn't really matter. I mean who wouldn't buy happiness or health for money, even if that money goes to a dishonest man.But if you're in doubt before making $100 min. donations to this pastor, be absolutely sure that Benny Hinn would be the last person God would chose to spread His messages around.Did you also know that this Benny Hinn inspired Steve Martin's movie ""Leap of Faith""? There you can see how mikes, computers and an enormous group of people work for him."
0,It does not show a lot of Ricky and the facts are inaccurate,This video is a waste of money. The quality is horrible and there is not a lot of Ricky footage. It's all interviews and trying to give inaccurate facts on the hottest musical talent today. I was really disappointed. No wonder this video was not authorized by Ricky nor his management.
1,Private Eyes,This movie is hilarious! We owned this movie as a VHS and the whole family loved it. I bought this as a birthday gift for our 28 year old who loved it as a child and was wanting to buy it herself. She was so excited when she opened the gift!
1,sturdy,I was a worried about this case because some of the reviews said it was too small for a camera. I purchased a Canon t3i w/ the 75x300 lens it all fit great with enough room for another lens or two. I personally like it because it is big enough for all my stuff but small enough to bring with me everywhere.
0,buyer beware,i was somewhat shocked at the size and quality of the products. considering the price i am suspect. i do not think they would be 19 dollars at a store.
0,Battletoads review,"THIS SHOWS STINKS TO THE 25th POWER. A lame attempt to cash in on fame of the Teenage Mutant Ninja Turtles show. The cast & the villains are bland & cliche. Even more then Batman & Robin if you can belive that. The action is silly & childish. Even The Carebears Movie had better action then this. The lines & battle cries like ""Let's get Worty"",""Cosma-riffic"" & ""psychotronic"" are dumb and made me wish for the jokes from Milton The Monster. The story is luke-warm at best. I seen better stories on TNA Impact. The animation is choppy ala Pound Puppies:The Legend of Big Paw. The music sounds like it came form the 50's instead of the 90's. The ending is a rip-off because no network in their right mind pick this crud up as a regular series. Overall:If you ever see this tape,BURN IT!!!I gvie this tape a 0 out of 10."
0,Bra Wash Bag,The zipper does not stay closed so anything in the bag just falls out. Totally useless!
0,Don't Start with This One,"If you're new to VBA, as I was, don't make the same mistake I did. This book is definitely not what I was hoping for. Very unorganized for a starter book, and not much good content. The book from the Wrox group is MUCH better."
1,Informative history of man-made diamond,"In this book Mr. Hazen presents a comprehensive, interesting, and fair history of the development of synthetic diamond. His treatment of some of the controversial historic elements is even-handed and accurate and he presents complex scientific information in a way that is easy to understand. This book is a must read for anyone interested in high pressure research and a you'll-be-glad-you-did for anyone interested in science at all."
0,"good pan, just hope you don't need the lifetime warranty","good pan, just hope you don't need the lifetime warranty. they do not honor it. the BBB is look into it."
0,Not a Medical Device,"From the Box ""This is not a medical device."" I found no difference after using it. The only thing it relieved was my money."
1,Canine Body Language,"This book was so inspiring to me as a dog trainer that I base a lot of my observations around dogs on this book. It is a guide to help you better understand your dogs body language as English is not their first language.It is a very thick and big book so it does not read quickly, but can be used as a great reference as a trainer or pet dog owner to better under stand what they are communicating to us and other dogs."
0,Decent Picture But No Zoom,"For the price this is a decent LCD, it looks nice, has a good picture, excellent variety of inputs but it also has a lousy remote and at least one major flaw that ruins it for me. The LT32HVE, and it seems all the LCDs from Syntax, lacks a zoom function to make 4:3 letterboxed sources fill the screen, ie anything shown widescreen on SD cable or broadcast TV as well as some DVDs, VHS and VCDs. You either have to watch with bars on all 4 sides of the picture or stretch the picture to fit the width, leaving the bars top and bottom unchanged and distorting the image. Also, the Olevia logo is very bright blue when the TV is off so it's not good for in a bedroom, unless you like sleeping with a night light."
0,Never got to use it!,"If rating a ""no star"" was possible, that's what it really deserves. I bought this for my two year old twin boys and as I was inflating it - with a handpump - it blew at the seams! Beyond patching! Unfortunately they never even knew that they had it. I would not buy it again because of the quality of the product. How can kids be safe jumping on something that blows out when being pumped by a hand pump??? That's like blowing it up by mouth!"
0,Looks good but won't play them all,"I purchased this DVD player in Dec of 2006. The machine sets up easily and the picture is great, when it plays the DVD. I have come across 2 new releases that this machine would not play. I contacted Phillips and all they could say was that the machine would not play the new ""dual-layer"" discs and no firmware upgrade would be offered. My asceessment seems to be that this machine was manufactured a couple of years ago and they are no longer offering any supports or updates."
0,"Boring, slow",I did enjoy the flashbacks - they told a good story. The current storyline about the campaign was very boring. It was all I could do to get through this one.
1,EVE 6 Grows up,"This cd is incredible. Their lyrics are much more mature than their last album, ""Horrorscope"". The song topics range from suicide, cheating lovers, and the corruption of big city. Every song is a sing-along pumped with awesome guitar riffs and Max Collin's smooth voice. ""Hey Montana"" is one of the most unique songs on the cd. It sounds like a campfire song. The others like the radio single ""Think Twice"" are classic EVE 6 rock songs with some punk sprinkled in. Die hard EVE 6 fans will definitly be satisfied with this album. This cd is also good for people who are new to EVE 6's music. Bottom Line: BUY IT, IT'S WORTH THE MONEY!"
0,Probable Boredom,"If you choose to read this anemic novel, your probable future is several hours of wasted time. The characters hold possibility, but are woefully underdeveloped, the plot is predictible, contrived, and often silly, and neither the ""magic"" nor the ""mystery"" have any depth.A small strain relating the story of 18th century Rebecca Sparrow has some interest, but the storyline concerning this character is brief. Mostly the story centers around a sullen, selfish 13 year old, her dysfunctional relatives, and her romantic fantasies. A young girl in 7th - 10th grades may enjoy this book. It is at the reading level and literary depth suitable to jr. high school."
0,Kept nothing from sticking to the pan.,"Truly see this as useless, and not able to do what it's advertised to do. It pumps and sprays but the oil doesn't keep things from sticking."
0,What a disapointment...,"Well, my review is a short one...I am a real fanatic of all the novels, I read the six of them 5 times, both in French and in English...BUT this movie is way too weird, most of the actors are week, it's like dune in Twin Peaks...Well, no thanks, the true fans will understand the incompatibility !!!!"
1,turkey dunkin,Pot is good quality....burner is built well but does not produce enough of BTU's....it is really hard to get oil to the desired temp. should change orifice size to increase temp or up gas flow or both..........GENE
0,A Childrens book with cutout domes.,"Don't be fooled by the title of this book. It is not an architectural treatise, it's a children's book with cutouts that let you make a paper model. If you want a good book on the architecture of Geodesic Domes, buy a biography of Buckminster Fuller."
1,"Fine scores, beautiful performance","This is a classic. There are a few recordings of LeJeune's Le Printans but with no doubt this is the most perfect recording ever, not only about LeJeune's repertoire but about renaissance french chansons."
1,I think you should buy this book,"I cannot improve on any of the summaries written already on this page. I will just add my recommendation. I think everyone should read this book. Itis moving,it is entertaining,and it is very well written."
0,And Only to Deceive,"The only suspense in this book is what favors it took to secure the glowing grace notes. If the plot or narrative generate suspense, it is only momentary. The mystery here is not about Victorian art thefts, but about what makes an audience. Presumably someone enjoyed this thoroughly trite, contrived, and transparent novel. Presumably some editor forsaw that this audience existed. And in a world teeming with aspiring authors, that is quite an achievement. Mysterious."
1,awesomely awesome,words can't explain how much this CD rocks. the music is different from their other stuff which i LOVE because i'm sick of bands (like linkin park & dashboard confessional) whose music all sounds the same. i went to sugarcult's show two days ago & they didn't disappoint me whatsoever. palm trees & power lines is definately a CD i'm recommending to EVERYONE.
0,Still Waiting,"I would have liked to receive this item as I had ordered it. However, the shipper decided to ship me a different pattern."
1,solid,"i'm a little embarrased at how bothered i am by the amazon review of this album. the time signatures (not that odd) will please most mature listeners. If Sting is self indulgent, i cant imagine what she thinks of sugar ray, puff daddy, etc. Brand New Day isn't supposed to be autobiographical. this is a solid album."
1,"A great ""who done it"" and ""who's next?"" !","This Father Koestler murder is a great read! Not only does the mystery itself keep you hopping, the anecdotes about the church and its very human population provide an interesting backdrop for the action that all of Kienzle's books share. I strongly recommend it (but don't be too disappointed if you don't figure out the puzzle ahead of the famous father)!!"
1,Is always a pleasure to deligth with Donald Fagen tracks,"Once I heard about the new release I have ordered. After the first listen to the work, I felt a little bit frustrated; but as it happens with the best albums, the perception of the work goes up everytime I listen, and now I place it at a similar level of previous works.Joan"
1,Excellent and very handy,Well it was very handy for me to conduct my regression analysis on moderating variables.I am indeed very glad that I could find the right book at the right time. Thank God...
0,"Mouse defective, Microsoft support worse","I purchased two of these mice. One worked as expected, with full functionality. The other didn't. On the defective mouse, the scroll wheel worked, the right button worked intermittently, but the pointer wouldn't move. The defective mouse didn't work (same behavior) on two different computers (one XP and the other Windows 7). The ""working"" mouse was functional on both computers.When I contacted Microsoft, I learned that the ""product id"" was ""expired"" and that it would cost me $35 to even speak with support.I'm going to purchase a non-Microsoft mouse."
0,Phoney and silly,"The author knows very little about Viet Nam or the army. He apparently thinks the 60 in M-60 stands for .60 cal. and that soldiers put stamps on their letters when they were in the war zone. A patrol goes out without a radio, a soldier calls a latrine a ""bathroom,"" and the final bit of silliness---soldiers fly back to the states not on a jet transport, nor on a C-130, but on a C-47, a two-engine prop job built in the 1930s and never used in the Viet Nam War to fly across the Pacific.If Myers paid a vet to check the book for inaccuracies, he did not spend his money well.Because of the dialogue, the book's subtitle could be The Little Rascals Go To War. Soldiers' talk in this book is often too cute. For those who like mildly homoerotic war stories that little reflect the way things are, this book might be for you."
0,Casual fans beware.,"If you are a casual Boss fan, than this album is probably better off being avoided. It's overly dark and moody, and the sound quality is not there. However, the album has good songs, six of the albums' ten tracks appear on the ""Live"" set, and they all sound much better in that format. I specifically found ""Racing in the Street"" and the title track to be significantly better live. Yes the album is deep and somewhat poetic lyrically, but it is missing the chugging ""cars and girls and Saturday night"" songs that are easier on the commercial ear. Die hard Boss backers point to this collection as a near masterpiece, I look at it as a step back."
0,What's he selling?,"This book seems to be more of a 200 page ad for Sheets than anything else. There are some entertaining elements and a little handicapping, but overall he seems to be stroking his ego and taking shots at Beyer's methods. The book is more of a commentary on Ragozin's life than insight into his methods."
0,Very Dangerous Product!,This product ends up lifting the lower lap belt off of the hips and legs and ON to the stomach and soft tissue. In an accident this product could cause a great deal of internal organ damage. Don't buy this product and destroy any that you are already using! Buy a low back booster seat because this isn't a viable safe option.-Lisacertified car seat tech
1,"Sad story, well written.",What a sad story and life for Danny Stutzman. This was VERY well written and captured me from the start. I have ready many true crime books and some of them blur together or I never think about again. This one stands out amongst the rest.
0,slow reaction to temp changes- mine stopped working after a few weeks,I was disappointed with this product. It's very slow to adjust to temperature changes and mine stopped working after a few weeks of use.
0,Bleh!,"I've enjoyed other works by this artist, so I purchased ""Christmas and Sante Fe"" without listening to it first. What a mistake. It's what I call motivational music. It makes me want to do something else."
0,bungee stap,"the picture showed a few straps. Did not fremember requesting a color, so thought the price was for all of them. Would not buy a single one for that price along with \shipping charges."
1,Viva Corelle!,"This our 3rd set of Corelle. We decided to ""retire"" trusty old Winter White and get something more colorful to go with our kitchen remodel. We considered Fiesta because of the great colors but when we checked it out the pieces were very expensive and very HEAVY. So the spouse and I checked out Corelle patterns and found Watercolors.The pattern is beautiful and the colors are more vibrant than when viewed online. We are keeping all our white serving bowls and platters to go with it but will probably buy new ones in the future in different colors. Our only complaint is that the cereal bowls are too wide and too shallow. We will probably keep our old white cereal bowls as they are the perfect shape.Corelle is unbelievable--We've broken 3 pieces in 30+ years and never have to worry about putting it in the dishwasher or the microwave, or about scratching."
1,My favorite Spanish resource by far,"You need to have a basic knowledge of Spanish to really get the most out of this book. However, if you have that, this book goes a long ways towards solidifing all those grammar rules and verb conjugation that you've been grappling with. The best thing about the book is that it's just plain fun to read. You're learning Spanish, but it feels like you're just kicking back and reading the funnies."
0,Horribly Undersized,I knew A Byer clothes ran small so I ordered a 3 instead of my usual 1. I received the product and the pants would fit a 10 year old. Far to short in length and poorly made.
0,"""Shipped"" but actually out of stock","We were excited to find a source of Patak Balti Sauce, a cooking ingredient, in the US, and ordered some jars. We were notified that they had been shipped, and given an arrival date approximation, but they never arrived. A few weeks later, we received an email from Amazon telling us that the item was out of stock and that we would have the cost refunded. We did receive the refund. We wish we had been told at the outset that the item was not available."
0,REALLY?,"NO ONE CARES WHAT YOU THINK. GET IT? HERE ARE REASONS WHY YOU SHOULDNT GET MY SCENE:THEY'RE UGLYTHE CHARACTERS ARE BOARINGTHE COLLECTIONS ARE BOARINGTHEY COPY BRATZTHEY LOOK LIKE FREAKSTHE FANS ARE FULL OF SH*TTHE DOLLS LOOK AND SMELL LIKE SH*TTHE DOLLS ARE MADE OUT OF SH*TOH YAH SARAH, TRY AND BEAT MY REVIEW... YOUR THE SAME AGE AS ME; BUT YOU STILL CANT BEAT MY REVIEWS! OKAY, THAT WAS SORTA A ""TAKE - MY - ANGER - OUT"", REVIEW, HERES THE REAL ONE (you won't be able to understand it because of the HARD words - sorry, Sarah.):It has come to my attention that, not only have the My Scene dolls copied the Bratz dolls, but they have stold the hearts of millions of ""former"", ""die - hard"" Bratz fans around the world. But never will the My Scene characters create such a power full force that i will be sucked into all of it. The entire line is a joke; and a big joke at that! why, they are a waste of plastic, in my full opinion! to be continued.....Michelle ` Bratz fan. My Scene hater!"
0,Awful,"Very biased...really not what I expected...I think I expected even-handed prose. Not a ""blame the West"" type book. Would not recommend this to anyone."
1,Perfect Pouff!,"I recently cut my hair and have found these brushes perfect to style my new hairdo. The large flat brush is great for lifting the roots and getting most of the moisture out of my hair. Next I go to the small round and turn under my short ends. Last I use the large round to give lift and body to the crown. My hair dries and styles quickly. I don't know if the Tourmaline is the real deal or just marketing, but I have to say that my hair does look shiney."
1,Dyson DC17 Animal,"Great vacuum, but the attachments will not stay attached to the vacuum. Design flaw?"
0,Was expecting an education book,"I didn't find this book to be educational as it was lacking in true archeological definitions, actual digs, and certainly lacking substance in ever observation stated."
0,"Smells awful, Time consuming, and take hair out","I bought this first from walgreens, and when I used it it seem to very gradually loosen my hair. Since it was natural , I kept using it but my hair seem to be getting shorter. I thought it was my imagination, however when my Mother told me I lost two inches. I knew it was real. It ONLY straighten my hair about 5 percent and it took out my hair. I could have got a relaxer at that rate which only takes about an hour."
0,Missing pages,"The original writing was wonderful and Twain, of course, deserves 5 stars. However the edition I received, which was printed by Oxford World Classics, was missing pages 123-154. Luckily, I could go on line and actually read those pages (chapters 21 through 25) but that did not make up for the hole in the book that is now part of my library. Very disappointing! This is a classic I had hoped to pass on to the younger members of my family.I rated this edition 2 stars (rather than 1 star) because it did include Twain's ""The Raftsmen's Passage"" in an appendix as a bonus."
0,Very disappointed,"We ordered this as a Christmas gift for our son. Thankfully we opened it so we could load music on it so he could use it right away. When we tried to load music, it would get stuck after every song. We would have to power it off and then try again. After 2 hours of trying we gave up and requested a refund!"
0,No mid range and iPod dock doesn't work,"Shipped very quickly, got it with Amazon Prime next day, which I was happy about, but the PA itself is weak. it doesn't seem to have any midrange power and the iPod dock on top doesn't work at all. All I get is popping and crackling and just a hint of music once I finally get my iPod touch plugged in (which in itself is a bit of a pain), even if I turn it all the way up. Also seems like it is a refurb, though not marked as one, as the warranty seal was broken when it arrived."
1,This is one helluva pop CD!,"This is really what you can call pure, solid pop. The songs make you wanna dance especially Bouncing Off The Ceiling (Upside Down). After amazing folks with The Abba Generation, A*Teens are back. Ask any kid if they can resist this. I thought they wouldn't do that well in their second album as they did on their first but how wrong I was. Buy this CD and you'll be dancing soon enough!"
1,Michael Jackson's Invincable...,"I did not know what to expect with Jackson's latest release, Invnicable.Though I think it is a good CD, I think it sounds like Michael is trying to fit in with a ""younger"" pop world thus making the album sound almost ""artificial"".Maybe I feel this way with this album because of the hype...or the fact that he tries to outdo himself and ran out of ideas thus going with trend rather than his own genius talent as far as production goes. Sure it sounds superb, but like I said...too much like a copy of some of today's artists.The opening 3 tracks as well as the hit ""You Rock My World"" are the highlights for me.There are a lot of ""mellower"" tunes on the second half of the disc which echo a lot of the ""Heal The World"" vibe, but on here it just seems monotonous or out of place. I don't know.Bottom Line: The first MJ album I've heard where I didn't have a ""great feeling"" when I was through listening to it. Another point: It doesn't help that it was over 75 minutes long I think."
0,fool me once.. shame on u.. fool me twice.. shame on me,this is the last ministry of sound cd i will buy. almost all the songs on cd 1 are just endless boring loops of synth and drums. if a club actually played this music people would be heading for the door. there are only two songs worthwhile in the whole set. i would pass on this mess.
1,SPECTACULAR!,This is a book full of stories that once you read them they become like teaching stories or parables for your own life...I could read them over and over. Makes a perfect gift.
0,do you like water?,"i am a fan of the tassimo machine, and many of the t-discs. however the signature blend should be retitled the signature bland. perhaps i just look a fuller bodied coffee particularly in the morning, but this one was exceptionally disappointing to me... take note of the different roast levels posted on tassimos website before buying discs that cost about $.50-$.75 per cup..."
0,"Bad Hardisk, bad keyboard, bad battery","I bought this laptop about 2 years. But after 2 years my dardisk, keyboard and battery was damaged. I ask the support but dont have anything. Very very :-(((((("
1,Worked for what I needed it to,Ordered this to make my XBOX 360 a little more portable.Was shipped fast and worked exactly for what I needed it for
0,Noble Effort Falls Short,"Deepa Mehta is a gifted director, and her previous work is highly noteworthy (""Earth"" being the most obvious example). But this was a disappointment on practically every level. The timing and delivery of the actors was awful, dialogue was canned, and production values fell short. Examining the cliches of both Bollywood and Hollywood and looking at South Asians in Toronto in a wry, self-reflexive way is a great idea, but the movie was so awful that none of that was achieved. Noble effort, but believe me, you don't want to waste two hours of your life watching this. Hopefully it was just an anomaly and her next one will make up for it (and she is genuinely talented, so there's no reason to think it won't)."
0,Problems at every turn...,"Ordered from this site a black hakama, 70% polyester, 30% cotton.Was sent 70/30 poly/rayon. Amazon or affiliated sellers could not find records of transaction. Tracked down Tiger Claw from package address--no records. Finally discovered (after 3 phone calls), Tiger Claw sub-contracts with a distributor who apparently mailed the wrong item, because no poly/cotton hakama are available at the advertised price. Distributor agreed to refund money, upon return of item. Item was returned two months ago; my account has not been credited as of this time. And they are still advertising the poly/cotton hakama."
1,"""Classics and Trash""","A witty and accessible argument for the enduring necessity of Shakespeare, Milton, and many of the other ""greats""--not just because English teachers SAY they are great, but because popular culture from ""Star Trek"" to ""Jurassic Park"" keeps them alive andwell. If you set yourself free from the tyranny of chronology, Hawkins argues famously, ""King Kong"" can influence your reading of ""King Lear"" just as much as the other way around.Hawkins was cultural studies before cultural studies was cool, and her work is ripe for a reassessment."
0,"Good Idea, Poorly Executed","I loved the idea of a butter dish with measurements printed on it, that way I could measure without the wrappings... However, the measurements bleed off of the base with any moisture contact -- including the moisture from the butter itself! I did not feel comfortable with my blue butter, and will be replacing this dish with a glass container."
0,What were they thinking?,"Ok, let's think of the most horrific event of our times and rehash it for the children.I just want to know WHAT were they thinking.My boy picked this out at the library because he loves all things cute and fuzzy. We came home to delve into a re-creation of hell on earth. My kids don't know about what happened on Sept. 11th, so for them it was just another book poorly written (especially when unbeknownst to them I'm editing and censoring on the fly, leaving key information out of the story...perspiring over whether brave mole would be going home to baby mole and how I'd explain that one). As for the kids who know what transpired on that fateful day, I say,""Why put it in fuzzy-wuzzy form and force them to relive the horror?""I understand the need to artistically express the pain and emotion of what happened, but can we not subject the kids to the wars of their fathers? At least until they can understand what it all really means. Ugh."
0,Product Has Changed,I initially purchased this product in 2008 and have used my eTrex Vista HCx mounted on my bicycle's handlebars for the last 2-1/2 years. The snap on the plate that fits into the back of my eTrex broke the other day. I looked up my previous order in Amazon's records and reordered the exact same item. The new piece is almost all plastic and DOES NOT FIT my device. Amazon even suggests this item as an accessory to the eTrex Vista HCx. The Vista HCx has a slot for a memory card for loading mapping data. The space occupied be the slot prevents the back plate from mounting. I do not recommend this product to anyone with an eTrex Vista HCx.
0,We had problems,"The DVD player does not work properly. The player usuallyplays DVD's, but has occasional problems such as: 1) not recognizinga DVD 2) stopping a particular point in a movie every time we playedit 3) not being able to access certain special features on a rentalDVD. This has happened with several different DVD's and occasionallyif we keep trying something, it will work when it did not work onetime before. After we discovered the problems, we tried to contact Apex (fkor 3 months), but we never got in touch with them.The Customer support telephone number is always busy, and they do not answer their web customersupport."
1,It kicks,"In my opinion, it's about the best cd I've ever heard. Daniel gets really emotional on all the songs, which I think is so cool. The lyrics are deep and they actually mean something, not to mention that they were actually written by the singer, which is rare these days. Frogstomp and Freak Show don't even compare to Neon Ballroom. It's not as hard or edgy as the other two, but its lyrics have a lot more meaning, because Daniel wrote about his own experiences and feelings."
1,Wolves--Endangered or Dangerous?,"As a photographer and retired psychologist I am fascinated by human behavior and more recently attitudes about wolves. Over the last few years my husband and I have spent several weeks during the winter in Yellowstone. We began photographing wolves after noticing the numbers of wolf watchers who huddled with their scopes watching the animals. We began to understand their behavior and how the reintroduction to Yellowstone balanced the ecology. We also realized after our visits, how many people feared and/or hated wolves. Naturalist R.D. Lawrence addresses these issues in a thorough way, making a good case for the preservation of the wolf. His opinions reflect what we have experienced first-hand. He explains why the hybrids (wolves bred with dogs or coyotes) have given wolves a bad name. Agree with it or not it? I do--It should be read."
0,D-12 bring hip-hop to its knees with its new album,"D-12 continues in the venues of Eminem with their bangin' beats, flowin' rhymes, and touchy subjects. While not as polished as Eminem's earlier work in The Slim Shady LP and The Marshal Mather's LP, The Devil's Night contains the same bumping bass and harsh lyrics that made Eminem so famous. The album suffers a bit without Dr. Dre's genius at the boards but manages to convey the same raw emotion as Eminem's first two records. While not a classic, it should easily tide those Slim Shady lovers over until Eminem releases his own new album later next year."
1,Enjoyable Reading,"This is another in Mr. Pears' art history series featuring an Italian art police woman and English art historian/dealer. Unlike the prior books, this one takes place in Los Angeles rather than Rome. The change in venue does not detract.The Bernini Bust is one of the more enjoyable of the series.Is there a bust or not? Is it a forgery or not? At least the reader is sure there was a murder early on in this thoroughly enjoyable novel.Mr. Pears' all-to-human heroes go through their usual mistakes and miscues and end up solving the crime. There is also a bit of shaving the ethical edges that always adds an interesting twist or two to these books.What adds to this series is that Mr. Pears keeps the characters - and their relationship - developing. He also adds humor - one can imagine that when Mr. Pears writes about Argyll and Flavia he does so with a wry grin.There's no heavy-lifting in these books, but this book, like the others is a great light, quick read."
1,"Appalled by Ann MacPherson from Newcastle, WA","I loved this book and would recommend it to anyone. However, I am absolutely appalled by the fact that Ann MacPherson would give away the ending of this incredible book!!What was this woman thinking, first off?? And secondly, why is her 'give the whole story away' review allowed on amazon.com???????? Rethink and delete her review before she ruins this book for absolutely everyone.Bad call on both her and amazon.com's part."
0,quit now LP,this band should quit while they still have two amazing albums behind them. new album sounds more like taking back sunday than linkin park. come on! this is garbage.
