text,label
"I'm not sure why I picked for a borrow from mom for ""Nurse Betty"". I think just because I had heard a little bit of this movie. But I'm glad I did. ""Nurse Betty"" is an original and clever movie that has humor and a darker side. <br /><br />This was one of Renee's first big one's before hitting it major in Hollywood. I can see why, she is an incredible actress. The scene where she finally realizes what had happened and she's on the set of her favorite soap opera, you can see pain, confusion, fear, and embarrassment on her face. Just to let you in on the movie, she plays Betty. A shy and insecure woman who stands by her abusive husband, she's a waitress, and is in love with soap operas, especially one where a certain cute doctor, Dr. Dave Revell. When she happens to see her husband's murder accidentally in separate room, the murders she notices are two customers she just had, Morgan Freeman and Chris Rock. She then just looses her mind and leaves town after talking to he police and says she needs to find her former fiancée, Dr. Dave Revell. So, she travels along the country to California to find Dr. Revell, and wants a job as a nurse to work with Dave, she's seen the show so many times, somehow she's just awesome at being a nurse when she saves a woman's brother. Despite everyone telling her that she is delusional, she just looks at them like as if they were the crazy one's. When she meets the actor who plays Dave Revell, George(his real name) thinks she's just a crazy fan trying to get on the show. She just looks at him with confusion and believes that he and her belong together.<br /><br />Renee was terrific, she was so believable on loosing her mind in the movie. She has come such a long way, and wither you want to admit it or not, she's adorable and a great actress.<br /><br />Morgan Freeman plays one of the assassin's, Charlie, who is the father of the two. He is so charmed and smittened by Betty and while chasing her around the country, he becomes almost just infatuated with Betty to the point where he almost falls in love with her. He and his son Wesley must find Betty when they find out she was there at the murder scene and could give away their identities. When Charlie sees Betty and catches her finally, she's scarred at first, but calms down and they know they have a real connection. It was a beautifully played scene, my opinion is that Morgan gave a stronger performance. He's just great.<br /><br />A surprisingly decent performance by Chris Rock, the son, Wesley. He is so ""gun""-ho about just getting the job done in a rush and taking care of business. I loved his comedic performance at the end where he and the gang he's holding hostage by gun point are just watching the soap opera's together. Classic. ""Nurse Betty"" is a great movie that I'd recommend for a good laugh and just in all a nice honest little movie I think anyone could enjoy.<br /><br />9/10",1
I love watching steven seagal movies not because of the action of the great plot holes but just because it makes me laugh<br /><br />oh it makes me laugh so hard this movie totally got no point and is ridiculous compared to this movie Pearl harbor rocks!!! and Ben affleck need no acting school at all just to give a impression how bad it is<br /><br />first off all there so many goofs and bad acting its just getting worse like when steven is try to get out of jail a chopper lands at first the security notice and they led them land when they fly away all of the sudden a guard start shooting<br /><br />or when he killed that guy in the car he and treach both walk away you can't see no oil on the ground behind him steven notice that there is oil without even watching treach trows a lighter and the car blows up<br /><br />and there are plenty of more goofs Steven uses his basic action when someone is pointing a gun at him he grabs it and shoot him totally bullshit!!! like some gangster would let that ever happen.<br /><br />the acting is also very worse at the fight scene in the jail outdoor place you can see steven clearly wait to come in action just rewind it a couple of time and you notice the bad acting<br /><br />its just makes me laugh i hope one day it comes to the cinema's here in Holland then i'll go there with as many friends as possible just to laugh my self to death,0
"What is he supposed to be? He was a kid in the past,... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man,... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind,... and it's not very scary,... just confusing. Why was he,... Where did,... What was the,... oh, who cares,... Milo isn't worth it,...<br /><br />My score: 10",1
"If it had not been for Christopher Guest's hilarious role, I would have stopped watching this movie after 20 minutes. The jokes were flat, the movie choppy and slow paced, certain characters were obnoxious and painful to watch, but Guest's character kept me laughing so I stuck with it.<br /><br />I do feel there are much better choices out there!",0
"""Subconscious Cruelty"" has to be one of the most beautiful films I have ever seen.Still it's extremely grim and gory at times,so fans of politically correct mainstream horror garbage shouldn't bother.The film mixes many wonderful visuals with plenty of sleaze and gore.It is extremely odd,vicious and disturbing,so fans of bizarre cinema won't be disappointed. My favourite segment from ""Subconscious Cruelty"" is ""Human Larvae"" which shows us a twisted relationship between a young man and his pregnant sister.The birthing scene is particularly nasty and not easily forgotten.The last segment ""Right Brain/Martyrdom"" has to be seen to be believed.It's incredibly harsh and blasphemous with scenes of genital mutilation and grisly torture.We see Jesus Christ captured by three naked females who mutilate him,ripping flesh from his chest,licking a wound on his knee and pissing on him.There is also a Jesus statue with a projection of a swastika on it.""Subconscious Cruelty"" is a truly memorable film that should be seen by fans of extreme cinema.Check it out.",1
"Before the days of home video, Stan Laurel's pre-Hardy comedy 'Kill or Cure' was known -- to the extent that it was known at all -- only because a few sequences were included in Robert Youngson's compilation film 'Laurel and Hardy's Laughing 20's'. Youngson knew what he was doing: the best gags in 'Kill or Cure' were brought intact into his compilation, while the rest of this only mildly funny comedy remained on Youngson's cutting-room floor.<br /><br />Laurel portrays a commercial traveller, hawking a patent medicine cried Professor I.O. Dine's Knox-All: that name is the funniest joke in this movie, which ain't sayin' much. I should point out that this movie dates from 1923, the shank of Prohibition. During Prohibition, quite a lot of Americans purchased patent medicine if it had (ahem!) 'medicinal' properties, so -- if Knox-All contains alcohol -- Stan's job in this movie is less desperate than the one which he and Ollie famously had in 'Big Business', selling Christmas trees in the summer. Too bad for this movie that it's not nearly so funny as 'Big Business'.<br /><br />We see Stan (but don't hear him, in this silent film) delivering a spirited sales talk to a man who seems to be paying attention ... until we learn that they're standing outside a deaf-mute institution, and this man is deaf. A haughty woman emerges from the gates: Stan quickly tries to engage her attention by wiggling his fingers at her. Of course she's not deaf, and she promptly whacks him with her umbrella. I found this sequence offensive, NOT because it involves deaf people (the deaf aren't the butt of the joke) but because it abets the very widely-held misconception among hearing people that they can communicate with the deaf by merely waggling their fingers randomly and performing Charades without actually learning the highly complex grammar of sign language.<br /><br />More amusingly, a spinster in this movie has a pet canary named Rudolph (as in Valentino), and there's a gag involving trick photography to enable a man to hide behind an object that's narrower than his body. I've seen this device in several cartoons and live-action movies but 'Kill or Cure' is, I think, the earliest movie to use it that I've seen so far.<br /><br />Stan Laurel, an under-rated actor, does one bit of physical business here that's worthy of Chaplin or Keaton, in which he conveys his emotions -- and a change in his demeanour -- while walking away from the camera with his back to us. Still, Laurel never really became a first-rate comedian until he united with Oliver Hardy to form the greatest comedy team ever. 'Kill or Cure' barely rates 3 out of 10.",0
"This one is a hilarious diamond in the rough. The acting and plot aren't that impressive, but the lines just keep on coming. This catches a lot of flack because it seems at first glance like, well, a bad movie, but it's so kooky that you can't help but be amused. The spastic lightening quick dialog and quirky characters keep it going... I was especially fond of Sharon, the Canuck on Shrooms eh? However, the one that really stole the show was Richard's little brother Andrew (Ira Heiden), his high pitched whining was somehow endearing. The whole movie rocked.",1
"Possibly the best John Travolta role ever. Saturday Night Fever was a great movie & role, but a LONG time ago. I can't think of many of his movies or roles I've even liked, and it's easy to think of rotten ones. He can do meanies like in Pulp Fiction, but he makes the perfect funky angel, and it's hard to imagine anyone doing a better (equally slobby) job with it. Plot summaries are available everywhere, but the plot isn't the point. Just go for the ride and enjoy the cleverness of the little funnies along the way. There is nothing to dislike about this movie, unless one is searching for something profound. I wish there were more movies like this. We need a break from deep or awesome or grisly or complex or hysterical.",1
"Doll Master is an example of a lousy horror film, fallen somewhere in the space with it's two not so well established genres, a horror film and an emotional drama film. Seems like The Doll Master tries very hard to be a very scary horror film, but it fails. The noise of the dolls while moving is like taken from the croak of Kayako in Ju-On, and the crawls are like sadako esquire. The killing dolls will remember you a cute version of ""Chucky"". But compared to Child's Play, this film is more superb. But the story seems a nothing, the brilliant camera shots and the brilliance of acting was taken away cause of the plot.<br /><br />Don' watch this if you are expecting great shocks.",0
"A brief history of time. The cosmological content of this documentary is fascinating, the thoughts provoking and the man... brilliant. Yet I had a hard time enjoying this documentary. <br /><br />The way the family members and professors are interviewed feels so unnatural. These members were interviewed on specifically built sets and were directed uncomfortably. Mostly, their accounts came across as very acted and forcefully directed. The (deliberate) non-inclusion of asked questions manipulates the given information into a very harsh and impersonal format. <br /><br />I do not know who are responsibly for the interviewing but they did a dreadful job and with that took away from the viewing experience.<br /><br />Overall still a fascinating documentary well worth seeing, if only for the interesting concepts presented.",1
"What You Need In the run up to 'What You Need', every episode since 'The Lonely' had been a winner to some extent. This episode is the first major failure since 'Escape Clause'. The Serling script is again based on someone else's materiel, a short story by Lewis Padgett. As with 'And When the Sky Was Opened', Serling altered the content significantly, removing a scientist and his machine and inserting an elderly peddler.<br /><br />'What You Need' works best when it is being sweet. The opening half, in which the peddler provides customers in a bar with objects they will need in the near future, has a gentle charm about it that may have worn thin throughout an entire episode but works well in the time frame it is allotted. Sadly, the main plot which it sets up is full of gaping holes. The minute Steve Cochran's performance as a two-bit thug becomes the main focus the episode falls apart. Cochran's part is an underwritten stereotype and his flat performance highlights this flaw. His exploitation of the old peddler is dull and predictable and the revelation that he will murder the old man is totally unconvincing, making the whole slippery shoes scene seem completely false. Ernest Truex is good as the peddler, bringing a magical, mysterious but warm edge to the character, but he's not good enough to help the floundering script.<br /><br />To make matters worse, the weak script is also full of inconsistencies. For instance, we learn that the peddler's power to provide people with what they need stems from an ability to see into the future. So how exactly does this allow him to produce a pen that will magically pick winning horses. That seems like it should be a little outside his realms of power. Also, for a man who can see the future, the peddler certainly acts surprised to find the thug waiting for him in his flat. There are many more holes that can be picked in 'What You Need' but it's hardly worth it when the episode is so thin that you can see through it anyway.",0
"The movie starts out with its most intelligent joke, and goes downhill from there (pun intended). After that there's lots of potty humor and sexual situations. The beautiful women were the best part of the movie. Swear-word puns are not meant to be central idea jokes, but they try it here. The battle between the two groups in the local town (richies and poories) is an old tried and true setup, so how could it go wrong? Well, there is no reason to envy the ""richies"" nor any reason to feel sorry for the poories, so we can forget the central plot. The situational humor is all toilet or sexual aimed at teenagers, but only garners giggles, no true belly-laughs.<br /><br />The only thing that salvages the comedy for this movie is the character humor, with the blind man providing some rehashed, but seldom used setups, and the black bar owner providing the formulaic ""street"" or ""hood"" humor. <br /><br />OK, forget the jokes, there has to be some killer snowboarding shots since this was a commercial enterprise. Unfortunately, there was only 4 seconds of backdrop action that might be inspiring. The rest was all ""B"" grade tricks or worse. The big moment, where the main character rides ""the goat"", a man-killer ski run, did provide one shot where a small avalanche eats the stuntman. This was the best of the boarding in this movie. Any serious snowboarding fan will be disappointed with the quality of the stunts in the movie. <br /><br />As for the technical aspects of the movie, the soundtrack was average, which surprises, as those snowboarding documentaries are regularly filled with quality tunes. You can catch a lot of editing mistakes and even though it was shot on a ski mountain, the majority of ""scenery"" shots failed to convey any sense of true size. <br /><br />Overall, it MIGHT be worth watching if you have managed to turn your brain completely off and you like silicon breasts. Even then, you wont remember a thing from this one two days later. <br /><br />Snowboarding is still waiting for it's definitive comedy, you'd do better to watch a snowboarding documentary for sure.",0
"Have you ever wondered what its like to feel FREE? I am sure that each one of us know the meaning of freedom and never seriously think of using it to our advantage. HARI OM shows the audience what freedom actually means. In this film freedom is described in the form of style represented by Isa's discovery of India. Isa discovers her inner true love when she is in a Rickshaw journey with Mr. HARI OM. She looks at life differently and portrays freedom that every woman restricts in herself when she is in a relationship.<br /><br />This film is definitely ""worth a watch"", and I saw this the first time in Dubai International Film Festival (DIFF), and I left the cinema hall with complete satisfaction.<br /><br />""Watch it""!",1
"(Chances are, I'm gonna spoil Valuable Plot Points while writing this and because I can't determine and don't really care what YOU think is a Valuable Plot Point, then if you are thinking of watching this film and have an issue with learning such things, then I suggest you hop right on to the next review.) You know, I don't mind the cult films being filed under the ""cult"" section. And people who believe it can go there and get their fill of the ""reality"". I mean, is it too much to ask that the overtly pseudo-Christian propaganda films be filed with the other Special Interest movies? <br /><br />I couldn't have been more flabbergasted had Pat Robertson made a porn movie. (or would that be ""flubbergasted""?) <br /><br />It was bad enough that there was an egregiously insufficient count of kicking and punching in this. It was bad enough that the same story has been done repeatedly in much better ways. It was bad enough that it wasn't filed under Special Interest, with other cult films. It was bad enough that it somehow is receiving nods for being ""realistic"" as if we live in the world where towns get possessed by the ""debbil"" and the really profound and nasty evil ISN'T done by human beings -- usually in the NAME of religions based on the god of Abraham. It was bad enough having to simply shut the thing down because people were complaining so loudly that it was awful.<br /><br />No, the really BAD part was when one of our guests stood up after we finally had to just turn the damn thing off, and declared ""I for one would like to see something really violent or pornographic now, just to get that OUT of my head. Preferably both, if you have it."" And we had just MET her.",0
"Jack Bender's ""The Tempest"" is an adaption of Shakespeare's play ""The Tempest"". Bender transports the plot from medieval Italy to Mississippi during the time of the American civil war. He includes the slavery problem and the role of revenge in wartimes.<br /><br />Prospero, re-named Gideon Prosper is not the Duke of Milan but a landowner in Mississippi. He learns voodoo magic from the female slave Mambo Azaleigh. He saves her son Ariel, who thus accompanies him into his exile. The island is not situated on the sea but in a swamp near the banks of the Mississippi. There lives an Alligator hunter, a so-called ""Gator-Man"", who later tries to rape Prospero's daughter Miranda. During the time of the civil war, Ariel wants to join the Union troops to help fighting against slavery. Prospero does not care about the war. He is only interested in his personal revenge on his brother Antony. When Antony and his bookkeeper Willi Gonzo (Gonzalo) try to cross the river, Prospero raises a storm. The Union soldier Frederick gets lost in the swamp and finally comes to the island. He and Miranda fall in love with each other but Prospero won't accept that. Meanwhile, Ariel transformed into a raven by Prospero, finds out that Antony has feigned to ally with the Union but plans to betray them. Antony and Gonzo meet Gator Man in the swamp and conspire with him against Prospero. They kidnap Miranda and Ariel but Prospero freeze them and helps the Union defeat the Southern army. In the end Ariel is free, Frederick and Miranda are bound to marry, Prospero returns to the plantation and Gator Man gets back the island.<br /><br />Peter Fonda represents Gideon Prosper powerfully and convincingly while the character of Antony stays rather flat. It was no bad idea to perform the Tempest before the background of the civil war but perhaps the director has risked too much. In some parts the story seems constructed or comical. Gator Man for example does just appear without any explanation. That it needs a kidnapping to bring Prospero to his mind and that he loses confidence in his power shows that Bender tried to make Prospero more human but only made him a weak old man without his magic. Prospero's original authority and wisdom is not made clear.<br /><br />-------------End of Part 1----------------------------",0
"Like another poster mentioned Ch. 56 (a local Boston TV station) showed this multiple times over the years on Saturday afternoons. They paired it with the first sequel ""Return of the Ginat Majin"".<br /><br />Now I haven't seen it since then...but it never left me. Aside from the atrocious dubbing and faded color this was a pretty good fantasy. Technically it isn't horror...until the statue comes to life at the end. It's just about a village ruled over by an evil man. There's a giant stone statue there that the villagers keep praying to to help them...to no avail. But things go too far, the statute comes to life and destroys the bad guys...but then it starts going after the good guys too! Well-done with some cool special effects at the end (LOVED how he got rid of the main bad guy). Also there was an enchanted forest worked in which was kind of interesting too.<br /><br />No masterpiece but an unusual combo fantasy/horror film. Worth catching--but not if it's the dubbed print.",1
"The only reason I decided to view this film is because of the great acting talents of Karen Sillas,(Alyson Haywood),""Bad Money"",'99, who is deeply involved with Gary Cole,(Dave),""Cry Wolf"",'05, who is a great war hero and has all kinds of ways to make money and never seems to stop telling LIES. Alyson and Dave are trying to rebuild an old home and restore it to comfortable living conditions. The relationship gets troublesome and Alyson decides to find out what is going on and the plot gets very mysterious. If you are a big fan of Karen Sillas, this is the film for you. I only wish Karen would appear in more films, I miss her great talents.",1
"I must say, I found this movie very disappointing. Yes, I know Maltin gave it 3 1/2 and others think very highly of it. But, well, the opera sequences were god-awful. I take it Jeannete MacDonald is an acquired taste. Yes, in the short sequences I have seen her with Nelson Eddy, she is immensely preferable to him. But on her own...God, I dislike opera and despise operetta, and she is basically intolerable. At one point I had to cover my ears. Gable is just OK, and Tracy is thrown away. The plot is annoying in the JM never simply tells Gable she loves him and the opera and why can't she do both? Instead she suffers silently (or not so) with the compromises she makes. The supporting cast is distinctly unmemorable. Besides the star three and Jack Holt (and I suppose his mother), they all are just background and forgettable. The EQ sequence is the only thing that saves the movie. And just. Yes, it is fairly spectacular and moving. But the ""oh God is great"" seems very contrived. I immensely prefer ""In Old Chicago"" as far as old time disaster spectaculars go. Spare yourself on this one.",0
The movie is a starter to what really happened in Phenix City. I'm a grandchild of the people who really lived the story. The truth never has come out to my knowledge. I have tried to find the whole story out but the people who lived it are still scared to tell it. Phenix City is still run by crooked people. Albert Patterson was not quite the saint the story wants you to believe. The story was filmed in Phenix City. It still has some of the famous sites in it that you see in the movie. The Colonal Funeral Home still looks exactly the same. But if you are wanting the real history of Sin City you have to visit us and find people willing to tell you about Ma beachies and her kindness. She didn't get the name ma for nothing.,1
"That's all I can really say about this film. It's DBZ...like Tree of Might and The World's Strongest, it really...doesn't fit into the timeline for the show at all, though it is supposedly placed just before the beginning of the TV series. The action is pretty nice in general. The plot has a nice enough base, with a good background establishing why these guys hate each other and all. Pretty good in general, there... The problem is...there's a lot of really weird stuff. I mean, really weird stuff. Like The World's Strongest, there's a really, really odd song in this one that could only have been created in a drug induced haze...disturbing is the fact that Gohan, while singing, is pretty much drugged out himself. Creepy. The villains are odd and rather comical...moreso than the usual DBZ type--this seems more like it was made as a Dragon Ball movie rather than a Dragon Ball Z movie. In general, its entertaining enough, but...just...strange.",0
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",1
"On one Thursday evening at 10:00pm, my local west coast ABC affiliate aired the pilot episode of ""Northern Exposure"". The ABC Network usually airs ""Men In Trees"" in that time slot but the program was preempted for a live sporting event.<br /><br />Despite both shows are set in Alaska and filmed on location in the Pacific Northwest (Exposure in Washington state, Trees in Vancouver, BC), re-watching ""Northern Exposure"" (as well as few episodes of ""Sex and the City"") reminds me how disappointed I am with the poorly conceived hybrid ""Men in Trees"". <br /><br />Anne Heche can be a good actress with the right material. Unfortunately her role as a writer who ends up in a small town in Alaska grates on my nerves. Perhaps because I feel that Heche is miscast, I am not convinced of her ""fish-out-of-water"" character.<br /><br />I also cannot help but feel that the supporting cast fits the typical quirky stereotypes. The hot-looking local, the kindly bar owner, the bush pilot, the local police officers, the dim but well-intentioned radio DJ, etc.<br /><br />The only stereotype that may have been broken was teddy bear and veteran ""ER"" actor Abraham Benrubi as the local bartender in love with two different women. Considering that one of the executive producers is filmmaker James Mangold, (his movies ""Heavy"" and ""Cop Land"" had lead characters who were large men) then I am not surprised why Benrubi was cast in a non-typical role.<br /><br />Nonetheless, I can see why there are a lot of dedicated viewers who love ""Men in Trees"". It fits the quirky niche for television audiences. I wished the show could find its own voice instead of borrowing ideas from better shows.",0
"This short is one of the best of all time and is proof (just like most of Charlie Chaplin's work) that sound and color are not requirements for quality work. In fact, this cartoon uses (and may have started) some of the gags and devices that became standard in animation in later years, like caricatures of celebrities (including the afore-mentioned Chaplin. While the characters are silent, they do ""speak"", by use of word balloons, just like in the comics. Given that Felix started out in newspapers as a comic strip, this device is a natural. The atmosphere and style of the short is completely harmonious with that of the comic strip while adding another dimension (literally and figuratively) and makes this short a delight to watch. Well worth taking the time and effort to get. Most highly recommended.",1
"Story about three eclipse (maybe even Indigo, ha) children beginning their love for murder. Oh, and the people who are ""hot"" on their trail.<br /><br />Bloody Birthday, a pretty mediocre title for the film, was a nice lil surprise. I was in no way expecting a film that dealt with blood-thirsty psychopath kids. And I may say it's also one of the best flicks I've seen with kids as the villains. By the end of the movie I seriously wanted these kids to die in horrible fashion.<br /><br />It's a really solid 80s horror flick, but how these kids are getting away with all this mayhem and murder is just something that you can't not think about. Even the slightest bit of investigation would easily uncover these lil sh!ts as the murderers. But there seems to be only a couple police in town, well by the end, only one, and he seemed like a dimwit, so I suppose they could have gotten away with it. Haha, yeah, and I'm a Chinese jet-pilot.<br /><br />Nevertheless, this movie delivered some evilass kids who were more than entertaining, a lot of premarital sex and a decent amount of boobage. No kiddin! If you're put off by the less than stellar title, dash it from your mind and give this flick a shot. It's a very recommendable and underrated 80s horror flick.",1
"The Paul Kersey of DEATH WISH 3 is very far removed from the Paul Kersey of the original film . If you remember the 1974 film then you will remember Kersey was a "" Conchie "" during the Korean war and that he was physically sick after he committed his first execution . Ten years later Kersey seems to have learned unarmed combat and how to handle anti tank weapons in his spare time . But I`ll overlook that gaffe because DW3 is the best of the sequels , lowlife scum bags get shot dead , burned alive , their teeth smashed , and thrown to their deaths by middle aged housewives armed with sweeping brushes . Yeah I know the gang members are multi ethnic and for that they deserve some credit but even if they`re not racist they`re still murdering scum who deserve all they get from Kersey and the innocent citizens . Who needs Mayor Rudy when you`ve got Paul Kersey , an anti tank rocket and a bunch of old age pensioners to reclaim the streets from the criminal creeps . Paul Kersey I salute you sir",1
"This is the funniest sequel I have seen in a long time it is much funnier than the other three and not a bit scary. It has some very gory pieces in the film, but not bad enough to make you sick. In this one he has a female doll companion, hence the name. If you liked the first three then you'll love this, go watch it!",1
"Usually, I start my reviews with an explanation of how and why I watched the film I'm reviewing. With this, I simply cannot explain. I needed to be awake early for work the next day so the last thing I wanted to do was watch a film that I didn't know anything about. But something kept me glued to my comfy futon as I watched this Heather Graham vehicle. Oh, that's right. Boredom.<br /><br />Graham plays Joline, a bohemian nut-case who seems more obsessed with her marriage vows than the guy she married (played by Luke Wilson). When her hubby decides to set off in search of better things (work, women and scripts, presumably), Joline begins a fanatical quest to find her husband and free him from his ""spiritual wheelchair"". It sounds like I'm making this up but sadly, I'm not. In reality, this is little more than an acting exercise for Graham as she gamely gives this Phoebe-from-Friends role a work-out. Oh and Goran ""ER"" Visnjic is in there as well, for some reason.<br /><br />The TV schedules had this down as a comedy but I failed to find a single laugh anywhere. It struck me that this was a personal journey for Lisa Krueger (the director and writer), in the same mould as ""Girl, Interrupted"" but even that had more laughs than this. Graham's character is simply too self-centred for the audience to care about and I felt sorry for the hen-pecked husband as he bravely fought for his freedom from his clearly mental wife. Very little of this film made sense as characters simply appeared in the story as though they were standing around, waiting for Graham to turn up like the extras in ""The Truman Show"". In fact, the only positive note I can produce from my scribblings was ""Heather Graham - nice baps"". And that wasn't because I was too tired to enjoy the film.<br /><br />In truth, it's very difficult to think of anybody to recommend this film to. Graham purists (a VERY small number of overall movie-goers, I think you'll agree) will have to be committed to watch this dross and possibly hippy students who collect American Indian dream-catchers will take something from this. I was amazed that the average rating (at time of writing) was 5.0 - that would make this film as good as ""Die Another Day"" and ""Gothika"" in my book and that simply ain't right. ""Committed"" is a quirky oddball mess of a movie that neither entertains or enlightens. It's complicated, pointless and simply too boring for my tastes and probably yours too. Don't even think about watching this.",0
"After reading some of the earlier nasty remarks, I had to put in my two cents. This show was NOT, despite what that goon in Essex thinks, the worst thing that ever aired on TV. I think most of today's TV is much worse (when is this stupid ""reality"" fad ever going to end??) and there isn't a current show I can stand to watch. Gimme the stuff I grew up with. I'm a 1965 baby and not ashamed to admit it.<br /><br />This show has been my all-time favorite for almost 30 years. I was in high school when it originally aired and I think it helped me to hang on throughout those miserable days. I was such a misfit back then, and ""Fantasy Island"" appealed to my imagination. As I was a budding writer in those days, it provided incredible opportunities for me to practice the craft. What a wonderful premise! I won't say it didn't have its faults. Sometimes the scripts were pretty bad, and some of the problems seemed trivial; but it could be good too, and it was a blast to watch and still is. As for the cheesiness factor, well, I think it's unfair to label every single 70s product as cheesy. There was a lot of great stuff back then and this was among the ranks. (BTW, most of the seasons aired in the 80s!!) My favorite episodes came from seasons 2, 3 and 4 mostly.<br /><br />To those who disparage Hervé Villechaize for his heavy French accent and his short stature: GROW UP and LEARN SOMETHING! It's so easy to make fun when you're ""normal"" and ""perfect"". That man made the best of what he was dealt in life, and if you don't like it, that's just tough. Have a little compassion. He's been dead 15 years, and how easy it is to cut down someone who can't defend himself. There's just no shame anymore.<br /><br />I love this show. So it looks dated. Hate to tell you this, but we didn't have splashy special effects and Blu-Ray discs. We were lucky to have VCRs. Live with it. Accept it for what it is, and that's just plain fun. ""Escapist TV"" describes it perfectly, and that's what it was for me -- an escape from my rotten real life. And it's still a lot of fun to watch.",1
I never thought a movie could make me regret the fact that I subscribe to the HBO service. Now I know better! Jack is usually one of my favorite actors but not even he could rescue this part. Not that he tried. Jack plays his usual Wiitches of Eastwick type character. Unfortunately it doesn't transfer over to the American southwest. He is about as believable a cowboy desperado as Pee Wee Herman. There is no edge to the performance and for that reason the comedy fails. He is almost to goofy. The remainder of the cast was worse. Timing in delivering lines is apparently something that the leading lady had not perfected as of 1978 and the others appeared to be just happy to be there. My recommendation to those of you interested in seeing this movie is that you save your valuable time for something like watching paint dry.,0
"Ridiculous film where two swinging college graduates move out to California and one becomes a movie star and the other his manager.<br /><br />As 10 years pass, the star's popularity is decreasing so it is determined that there will be a television show where women will compete for his affection. <br /><br />The film is obnoxious and ridiculous. The girls who vie for lover boy are made to look foolish. Only one girl seems to be the choice of the producer of the show. She is really an amateur up against some of the other women, but she is wholesome and brings good ratings to the show as well.<br /><br />By the third scene you realize that the manager is falling for her.<br /><br />We know that Ryan really was meant to be a bachelor. While the ending is somewhat cute, you really know where this was going.",0
"Hey, remember when Hal Hartley was brilliant? What a time that was. I'd say the Book of Life was when things really started going downhill, but I will say that at least he went uphill from this one. A movie that looks like it was filmed on someone's cell phone wouldn't have to be a bad thing if it was distinguished by an interesting story and dialog, but alas, those are missing, along with Hartley's spare, quirky dialog. In their place is tedious exposition on themes of Christian end of times and a trite story of a modern Jesus in a quandary, packaged in a trying-to-be-hip modern world where everyone looks like someone out of a Hal Hartley movie. While it picks up a little in its second half, it's never enjoyable, or especially sensible. What the hell happened to you, Hartley?",0
"This film is my favorite comedy of all time and I have seen a lot of comedies.First of all,I should not this film had no script.Just a storyboard.The dialogue is almost completely written by the actors.Which makes this film absolutely hsyterical.The cast is one of the best comedic ensemble's you will ever see.The story is about the Mayflower Dog Show in Philadelphia and some of the contestants in them.Parker Posey shines and is absolutely great!This is one of those films that most of the laughing comes from the absolute pathetic-ness of the characters.*****/*****",1
